llavehog,llaveviv,p2_4_01,p2_4_02,p2_4_03,p2_4_04,p2_4_05,p2_4_05a,p2_4_06,p2_4_07,p2_4_08,p2_4_09,p2_4_10,p2_4_11,p2_4_12,p2_4_13,p2_4_14,p3_14_1,p3_15_1,p3_16_1,p3_17_1,p3_19_1,p3_14_2,p3_15_2,p3_16_2,p3_17_2,p3_18_2,p3_19_2,p3_14_3,p3_15_3,p3_16_3,p3_17_3,p3_18_3,p3_19_3,p3_20_1,p3_20a_1,p3_20_2,p3_20a_2,p3_20_3,p3_20a_3,p3_20_4,p3_20a_4,p3_20_5,p3_20a_5,p3_20_6,p3_20a_6,p3_20_7,p3_20a_7,p3_20_8,p3_20a_8,cvegeo,cve_ent,tloc,menor10,est_dis,upm_dis,fac_hog,control,viv_sel,hogar
0100480041,010048004,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,08,01000,2,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00027,692,0100480,04,1
0100480051,010048005,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,09,00900,4,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00027,692,0100480,05,1
0100509011,010050901,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00028,576,0100509,01,1
0100509021,010050902,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,1,036000,2,,1,004500,2,,2,,2,,2,,01,01,1,2,0002,00028,576,0100509,02,1
0100509031,010050903,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00028,576,0100509,03,1
0100509051,010050905,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,1,999999,2,,01,01,1,2,0002,00028,576,0100509,05,1
0100510011,010051001,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00029,556,0100510,01,1
0100510021,010051002,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00029,556,0100510,02,1
0100510031,010051003,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00029,556,0100510,03,1
0100510051,010051005,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00029,556,0100510,05,1
0100511011,010051101,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00030,578,0100511,01,1
0100511021,010051102,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00030,578,0100511,02,1
0100511031,010051103,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00030,578,0100511,03,1
0100511041,010051104,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00030,578,0100511,04,1
0100511051,010051105,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00030,578,0100511,05,1
0100513011,010051301,1,1,1,1,2,,,2,1,1,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00031,472,0100513,01,1
0100513021,010051302,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00031,472,0100513,02,1
0100513041,010051304,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,003200,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00031,472,0100513,04,1
0100513051,010051305,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,999999,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00031,472,0100513,05,1
0100520011,010052001,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,08,00400,3,2,,,,,,2,,,,,,2,,2,,2,,1,030000,2,,2,,2,,2,,01,01,1,2,0002,00032,531,0100520,01,1
0100520021,010052002,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,1,004000,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00032,531,0100520,02,1
0100520031,010052003,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,999999,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00032,531,0100520,03,1
0100520041,010052004,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,007500,2,,2,,2,,1,006000,2,,2,,01,01,1,2,0002,00032,531,0100520,04,1
0100520051,010052005,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00032,531,0100520,05,1
0100536011,010053601,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00033,494,0100536,01,1
0100536021,010053602,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,015000,2,,2,,2,,1,006600,2,,2,,01,01,1,2,0001,00033,494,0100536,02,1
0100536031,010053603,1,1,1,1,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00033,494,0100536,03,1
0100536051,010053605,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00033,494,0100536,05,1
0100550011,010055001,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00034,542,0100550,01,1
0100550021,010055002,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00034,542,0100550,02,1
0100550031,010055003,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00034,542,0100550,03,1
0100550041,010055004,2,2,2,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00034,542,0100550,04,1
0100550051,010055005,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00034,542,0100550,05,1
0100571011,010057101,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00035,510,0100571,01,1
0100571021,010057102,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,06,00600,4,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00035,510,0100571,02,1
0100571031,010057103,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00035,510,0100571,03,1
0100571041,010057104,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00035,510,0100571,04,1
0100591011,010059101,1,1,1,1,1,1,9,1,1,2,2,1,1,1,1,1,1,03,99999,1,2,,,,,,2,,,,,,1,006000,1,999999,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00036,515,0100591,01,1
0100591021,010059102,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,1,016600,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00036,515,0100591,02,1
0100591031,010059103,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,08,99999,2,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00036,515,0100591,03,1
0100591051,010059105,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00036,515,0100591,05,1
0100615011,010061501,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00037,587,0100615,01,1
0100615021,010061502,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00037,587,0100615,02,1
0100615031,010061503,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00037,587,0100615,03,1
0100615041,010061504,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00037,587,0100615,04,1
0100615051,010061505,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00037,587,0100615,05,1
0100624011,010062401,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,008000,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00038,519,0100624,01,1
0100624021,010062402,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00038,519,0100624,02,1
0100624031,010062403,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00038,519,0100624,03,1
0100624041,010062404,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00038,519,0100624,04,1
0100624051,010062405,1,2,2,2,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,030000,2,,2,,2,,2,,01,01,1,2,0003,00038,519,0100624,05,1
0100639011,010063901,2,1,1,1,2,,,2,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,999999,2,,2,,2,,2,,01,01,1,2,0001,00039,525,0100639,01,1
0100639021,010063902,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,1,999999,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00039,525,0100639,02,1
0100639031,010063903,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,003600,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00039,525,0100639,03,1
0100639041,010063904,1,1,1,1,2,,,2,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00039,525,0100639,04,1
0100639051,010063905,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00039,525,0100639,05,1
0100656021,010065602,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,9,,2,,01,01,1,2,0002,00040,489,0100656,02,1
0100656031,010065603,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00040,489,0100656,03,1
0100656041,010065604,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00040,489,0100656,04,1
0100656051,010065605,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00040,489,0100656,05,1
0100685011,010068501,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00041,472,0100685,01,1
0100685021,010068502,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00041,472,0100685,02,1
0100685031,010068503,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,6,08,01000,8,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00041,472,0100685,03,1
0100685041,010068504,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,1,010500,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00041,472,0100685,04,1
0100685051,010068505,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,012000,1,999999,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00041,472,0100685,05,1
0100688011,010068801,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00042,416,0100688,01,1
0100688021,010068802,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00042,416,0100688,02,1
0100688031,010068803,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00042,416,0100688,03,1
0100688041,010068804,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00042,416,0100688,04,1
0100688051,010068805,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,,,,,2,,,,,,2,,,,,,1,012000,1,012000,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00042,416,0100688,05,1
0100691011,010069101,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,,,,,2,,,,,,2,,,,,,1,012000,1,009000,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00043,467,0100691,01,1
0100691021,010069102,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,012000,1,045000,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00043,467,0100691,02,1
0100691031,010069103,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,1,003600,2,,2,,2,,1,006000,2,,2,,01,01,1,2,0003,00043,467,0100691,03,1
0100691041,010069104,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,9,,2,,1,020000,2,,1,003600,2,,2,,01,01,1,2,0003,00043,467,0100691,04,1
0100753011,010075301,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,4,1,0004,00044,666,0100753,01,1
0100753021,010075302,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,007000,2,,2,,2,,2,,2,,2,,2,,01,01,4,1,0004,00044,666,0100753,02,1
0100753031,010075303,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,8,,,1,2,,,,,,2,,,,,,1,012000,1,012000,1,015000,2,,2,,2,,2,,2,,01,01,4,1,0004,00044,666,0100753,03,1
0100753041,010075304,1,2,1,1,2,,,1,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,4,1,0004,00044,666,0100753,04,1
0100753051,010075305,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,4,1,0004,00044,666,0100753,05,1
0100787011,010078701,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00045,446,0100787,01,1
0100787021,010078702,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,009000,1,009000,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00045,446,0100787,02,1
0100787031,010078703,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00045,446,0100787,03,1
0100787041,010078704,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,,,,,2,,,,,,2,,,,,,1,015000,1,010000,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00045,446,0100787,04,1
0100787051,010078705,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00045,446,0100787,05,1
0100790021,010079002,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00046,485,0100790,02,1
0100790031,010079003,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,015000,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00046,485,0100790,03,1
0100790041,010079004,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00046,485,0100790,04,1
0100790051,010079005,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00046,485,0100790,05,1
0100795011,010079501,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00047,579,0100795,01,1
0100795021,010079502,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,015000,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00047,579,0100795,02,1
0100795041,010079504,1,2,2,1,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00047,579,0100795,04,1
0100795051,010079505,1,2,2,1,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00047,579,0100795,05,1
0100798011,010079801,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00048,471,0100798,01,1
0100798021,010079802,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00048,471,0100798,02,1
0100798031,010079803,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00048,471,0100798,03,1
0100798041,010079804,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00048,471,0100798,04,1
0100798051,010079805,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00048,471,0100798,05,1
0100822011,010082201,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00049,576,0100822,01,1
0100822021,010082202,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00049,576,0100822,02,1
0100822041,010082204,1,1,1,1,1,1,9,1,1,1,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00049,576,0100822,04,1
0100822051,010082205,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00049,576,0100822,05,1
0100826011,010082601,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,012000,1,018300,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00050,554,0100826,01,1
0100826021,010082602,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,018000,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00050,554,0100826,02,1
0100826031,010082603,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,017700,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00050,554,0100826,03,1
0100826041,010082604,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,009000,1,002500,2,,2,,2,,2,,2,,01,01,1,2,0001,00050,554,0100826,04,1
0100826051,010082605,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,041400,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00050,554,0100826,05,1
0100835011,010083501,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,012000,1,999999,2,,1,003000,2,,2,,2,,2,,01,01,1,2,0001,00051,486,0100835,01,1
0100835021,010083502,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,12,00700,2,2,,,,,,2,,,,,,1,012000,1,039000,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00051,486,0100835,02,1
0100835031,010083503,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00051,486,0100835,03,1
0100835041,010083504,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00051,486,0100835,04,1
0100835051,010083505,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00051,486,0100835,05,1
0100856011,010085601,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,010000,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,01,1
0100856021,010085602,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,02,1
0100856031,010085603,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,03,1
0100856041,010085604,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,016000,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,04,1
0100856051,010085605,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,005000,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,05,1
0100856061,010085606,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,06,1
0100856071,010085607,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,07,1
0100856081,010085608,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,08,1
0100856091,010085609,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,09,1
0100856101,010085610,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,10,1
0100856111,010085611,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,11,1
0100856121,010085612,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,12,1
0100856131,010085613,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,13,1
0100856141,010085614,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,,,,,2,,,,,,2,,,,,,1,009000,1,003000,2,,2,,2,,2,,2,,2,,01,01,3,1,0005,00052,571,0100856,14,1
